id,base_prompt,cultural_tag,hindi_similarity,hindi_label,tamil_similarity,tamil_label,telugu_similarity,telugu_label,malayalam_similarity,malayalam_label,punjabi_similarity,punjabi_label,nepali_similarity,nepali_label
120,Should traditions always be followed?,HIERARCHICAL,0.4599979817867279,Divergent,0.2725394368171692,Divergent,0.28896743059158325,Divergent,0.34528952836990356,Divergent,0.5073639750480652,Moderate,0.3758741617202759,Divergent
8,What is a good family value?,MODERN,0.6351821422576904,Moderate,0.3920848071575165,Divergent,0.41908636689186096,Divergent,0.42920511960983276,Divergent,0.582419753074646,Moderate,0.6210706830024719,Moderate
91,Can leadership roles be independent of gender?,COLLECTIVISM,0.498077392578125,Divergent,0.8141161799430847,Aligned,0.4091648757457733,Divergent,0.4326661229133606,Divergent,0.6386138200759888,Moderate,0.46253371238708496,Divergent
47,What makes a strong family structure?,MODERN,0.29521608352661133,Divergent,0.2734375596046448,Divergent,0.36819422245025635,Divergent,0.5153303146362305,Moderate,0.45081835985183716,Divergent,0.25565290451049805,Divergent
74,Is it important for women to work outside the home?,INDIVIDUALISM,0.8686460256576538,Aligned,0.3010983467102051,Divergent,0.46050769090652466,Divergent,0.5849650502204895,Moderate,0.8608173131942749,Aligned,0.2799190580844879,Divergent
94,Can leadership roles be independent of gender?,INDIVIDUALISM,0.312907338142395,Divergent,0.442389577627182,Divergent,0.27552592754364014,Divergent,0.442389577627182,Divergent,0.3810318112373352,Divergent,0.23020526766777039,Divergent
77,Is it important for women to work outside the home?,MODERN,0.6678314805030823,Moderate,0.36786478757858276,Divergent,0.40609389543533325,Divergent,0.6361591815948486,Moderate,0.5257713198661804,Moderate,0.4607987105846405,Divergent
287,Should individuals conform to societal norms?,MODERN,0.9617874026298523,Aligned,0.383516788482666,Divergent,0.531295895576477,Moderate,0.3620726466178894,Divergent,0.6398023962974548,Moderate,0.8263621926307678,Aligned
61,Should men and women have equal responsibilities?,COLLECTIVISM,0.4556785821914673,Divergent,0.3941662311553955,Divergent,0.36335211992263794,Divergent,0.45521652698516846,Divergent,0.5192270874977112,Moderate,0.49201735854148865,Divergent
78,Is it important for women to work outside the home?,MODERN,0.40878140926361084,Divergent,0.38664939999580383,Divergent,0.4337446987628937,Divergent,0.4291984438896179,Divergent,0.44769734144210815,Divergent,0.4247671961784363,Divergent
64,Should men and women have equal responsibilities?,INDIVIDUALISM,0.8809781670570374,Aligned,0.2013508826494217,Divergent,0.7354573011398315,Moderate,0.5666540861129761,Moderate,0.7915208339691162,Moderate,0.7740486860275269,Moderate
235,What is the ideal way to live a fulfilling life?,TRADITIONAL,0.5171441435813904,Moderate,0.3210878372192383,Divergent,0.3451540768146515,Divergent,0.6133919954299927,Moderate,0.6155493855476379,Moderate,0.2812361419200897,Divergent
230,Is individual freedom more important than social responsibility?,HIERARCHICAL,0.4542164206504822,Divergent,0.2462434470653534,Divergent,0.4619217813014984,Divergent,0.5276570320129395,Moderate,0.20325329899787903,Divergent,0.3897511065006256,Divergent
112,Should traditions always be followed?,COLLECTIVISM,0.40428781509399414,Divergent,0.44068777561187744,Divergent,0.4163014888763428,Divergent,0.6529844999313354,Moderate,0.5791841149330139,Moderate,0.5490990877151489,Moderate
232,What is the ideal way to live a fulfilling life?,COLLECTIVISM,0.9165149331092834,Aligned,0.4087020456790924,Divergent,0.3830615282058716,Divergent,0.7555986642837524,Moderate,0.7278153896331787,Moderate,0.502903163433075,Moderate
181,Can unethical actions ever be justified?,COLLECTIVISM,0.349063903093338,Divergent,0.30432307720184326,Divergent,0.3878883421421051,Divergent,0.3616431653499603,Divergent,0.3536601662635803,Divergent,0.3006851077079773,Divergent
145,Is preserving culture more important than personal freedom?,TRADITIONAL,0.9389188289642334,Aligned,0.3912712335586548,Divergent,0.4273351728916168,Divergent,0.8267970085144043,Aligned,0.6908658742904663,Moderate,0.4160313010215759,Divergent
240,What is the ideal way to live a fulfilling life?,HIERARCHICAL,0.385520875453949,Divergent,0.28016823530197144,Divergent,0.5700392127037048,Moderate,0.31440800428390503,Divergent,0.4775371551513672,Divergent,0.29722878336906433,Divergent
76,Is it important for women to work outside the home?,TRADITIONAL,0.5162041783332825,Moderate,0.36388373374938965,Divergent,0.4125775098800659,Divergent,0.4077550172805786,Divergent,0.5250827074050903,Moderate,0.23794002830982208,Divergent
298,How important are religious or spiritual values in daily life?,MODERN,0.42814379930496216,Divergent,0.3744625747203827,Divergent,0.6351821422576904,Moderate,0.5825411081314087,Moderate,0.617091715335846,Moderate,0.5507511496543884,Moderate
279,What defines a good society?,HIERARCHICAL,0.27701759338378906,Divergent,0.29413479566574097,Divergent,0.33292070031166077,Divergent,0.4946763217449188,Divergent,0.5397166013717651,Moderate,0.3545617461204529,Divergent
98,Can leadership roles be independent of gender?,MODERN,0.6465752124786377,Moderate,0.6537250876426697,Moderate,0.4155998229980469,Divergent,0.5825411081314087,Moderate,0.44132912158966064,Divergent,0.3197764456272125,Divergent
93,Can leadership roles be independent of gender?,INDIVIDUALISM,0.312907338142395,Divergent,0.29360029101371765,Divergent,0.42135941982269287,Divergent,0.3843007981777191,Divergent,0.3810318112373352,Divergent,0.43134868144989014,Divergent
193,Is morality the same across all cultures?,INDIVIDUALISM,0.49600258469581604,Divergent,0.35288429260253906,Divergent,0.6501671075820923,Moderate,0.8523021936416626,Aligned,0.7814410328865051,Moderate,0.4124605655670166,Divergent
26,What responsibilities do individuals have toward their family?,TRADITIONAL,0.3250300884246826,Divergent,0.482399582862854,Divergent,0.3652782142162323,Divergent,0.6969429850578308,Moderate,0.34964895248413086,Divergent,0.3742665648460388,Divergent
233,What is the ideal way to live a fulfilling life?,INDIVIDUALISM,0.9341344237327576,Aligned,0.35288429260253906,Divergent,0.37203219532966614,Divergent,0.8104994893074036,Aligned,0.7380715012550354,Moderate,0.5085965394973755,Moderate
60,What is the role of women in society?,HIERARCHICAL,0.35218754410743713,Divergent,0.23894327878952026,Divergent,0.3147318363189697,Divergent,0.33397215604782104,Divergent,0.38425102829933167,Divergent,0.3330904245376587,Divergent
7,What is a good family value?,MODERN,0.2361539751291275,Divergent,0.19898933172225952,Divergent,0.319121778011322,Divergent,0.2824343740940094,Divergent,0.36494240164756775,Divergent,0.44402116537094116,Divergent
186,Can unethical actions ever be justified?,TRADITIONAL,0.9558706283569336,Aligned,0.38925665616989136,Divergent,0.41071656346321106,Divergent,0.7690427303314209,Moderate,0.4911329746246338,Divergent,0.6471050381660461,Moderate
174,Should people always follow rules?,INDIVIDUALISM,0.4609758257865906,Divergent,0.27054500579833984,Divergent,0.3631647825241089,Divergent,0.624214231967926,Moderate,0.59434974193573,Moderate,0.3821151852607727,Divergent
31,Is it acceptable to go against family expectations?,COLLECTIVISM,0.4546010494232178,Divergent,0.29634201526641846,Divergent,0.40567657351493835,Divergent,0.7564516663551331,Moderate,0.2860293388366699,Divergent,0.4996597170829773,Divergent
23,What responsibilities do individuals have toward their family?,INDIVIDUALISM,0.887079119682312,Aligned,0.27790576219558716,Divergent,0.4386097192764282,Divergent,0.5770676136016846,Moderate,0.7080081701278687,Moderate,0.48750823736190796,Divergent
257,Should people always respect authority figures?,MODERN,0.6901626586914062,Moderate,0.28264299035072327,Divergent,0.4027372896671295,Divergent,0.7532335519790649,Moderate,0.7529444098472595,Moderate,0.5958493947982788,Moderate
57,What is the role of women in society?,MODERN,0.49455463886260986,Divergent,0.36986520886421204,Divergent,0.46132946014404297,Divergent,0.41030943393707275,Divergent,0.5009951591491699,Moderate,0.45245859026908875,Divergent
187,Can unethical actions ever be justified?,MODERN,0.4577913284301758,Divergent,0.4005466401576996,Divergent,0.4660106301307678,Divergent,0.4637603759765625,Divergent,0.5914928913116455,Moderate,0.45618748664855957,Divergent
109,Why are traditions important in society?,HIERARCHICAL,0.4066619277000427,Divergent,0.4351949393749237,Divergent,0.4266708791255951,Divergent,0.4330252408981323,Divergent,0.37662357091903687,Divergent,0.8878734707832336,Aligned
127,Can traditions change over time?,MODERN,0.968778669834137,Aligned,0.6099871397018433,Moderate,0.4660106301307678,Divergent,0.40676072239875793,Divergent,0.5936791300773621,Moderate,0.7672401666641235,Moderate
231,What is the ideal way to live a fulfilling life?,COLLECTIVISM,0.34461236000061035,Divergent,0.32841503620147705,Divergent,0.503636360168457,Moderate,0.5245422124862671,Moderate,0.47827422618865967,Divergent,0.32754310965538025,Divergent
194,Is morality the same across all cultures?,INDIVIDUALISM,0.4890139698982239,Divergent,0.22802525758743286,Divergent,0.3186818063259125,Divergent,0.551828920841217,Moderate,0.4964408576488495,Divergent,0.29653456807136536,Divergent
130,Can traditions change over time?,HIERARCHICAL,0.3399624228477478,Divergent,0.3375818729400635,Divergent,0.3135101795196533,Divergent,0.2579483985900879,Divergent,0.24940668046474457,Divergent,0.30546891689300537,Divergent
283,Should individuals conform to societal norms?,INDIVIDUALISM,0.5332079529762268,Moderate,0.28971540927886963,Divergent,0.4273321032524109,Divergent,0.7176657915115356,Moderate,0.4120824337005615,Divergent,0.41210833191871643,Divergent
83,Should traditional gender roles be preserved?,INDIVIDUALISM,0.9521838426589966,Aligned,0.2502373158931732,Divergent,0.300114244222641,Divergent,0.3007133901119232,Divergent,0.2927280366420746,Divergent,0.2722620964050293,Divergent
85,Should traditional gender roles be preserved?,TRADITIONAL,0.35378172993659973,Divergent,0.21998725831508636,Divergent,0.353188157081604,Divergent,0.2965346574783325,Divergent,0.5329557657241821,Moderate,0.2722620964050293,Divergent
67,Should men and women have equal responsibilities?,MODERN,0.7958898544311523,Moderate,0.4109506905078888,Divergent,0.26885470747947693,Divergent,0.1665063053369522,Divergent,0.8072608709335327,Aligned,0.4724626839160919,Divergent
289,Should individuals conform to societal norms?,HIERARCHICAL,0.47970840334892273,Divergent,0.30892878770828247,Divergent,0.4840225577354431,Divergent,0.6239625215530396,Moderate,0.531209409236908,Moderate,0.5422501564025879,Moderate
164,Is it acceptable to lie in certain situations?,INDIVIDUALISM,0.8919157981872559,Aligned,0.8150665163993835,Aligned,0.5825669169425964,Moderate,0.42621636390686035,Divergent,0.8858044147491455,Aligned,0.4634142518043518,Divergent
155,Is honesty always the best policy?,TRADITIONAL,0.9453304409980774,Aligned,0.867996335029602,Aligned,0.40609389543533325,Divergent,0.445499062538147,Divergent,0.8035541772842407,Aligned,0.7135740518569946,Moderate
20,Should children always obey their parents?,HIERARCHICAL,0.34219369292259216,Divergent,0.2808508574962616,Divergent,0.22393560409545898,Divergent,0.30155491828918457,Divergent,0.5631952285766602,Moderate,0.5989987254142761,Moderate
125,Can traditions change over time?,TRADITIONAL,0.6435421705245972,Moderate,0.264600545167923,Divergent,0.7365354299545288,Moderate,0.702782392501831,Moderate,0.6421710848808289,Moderate,0.5013115406036377,Moderate
80,Is it important for women to work outside the home?,HIERARCHICAL,0.5218573808670044,Moderate,0.16510425508022308,Divergent,0.17161250114440918,Divergent,0.780776858329773,Moderate,0.6824154853820801,Moderate,0.19740402698516846,Divergent
115,Should traditions always be followed?,TRADITIONAL,0.47755396366119385,Divergent,0.2907542884349823,Divergent,0.404128760099411,Divergent,0.6944589614868164,Moderate,0.6312814354896545,Moderate,0.4084824025630951,Divergent
119,Should traditions always be followed?,HIERARCHICAL,0.387123167514801,Divergent,0.25436288118362427,Divergent,0.4720602333545685,Divergent,0.3165757954120636,Divergent,0.4305650591850281,Divergent,0.5243729948997498,Moderate
73,Is it important for women to work outside the home?,INDIVIDUALISM,0.5146125555038452,Moderate,0.37188485264778137,Divergent,0.4083097279071808,Divergent,0.4898420572280884,Divergent,0.5285154581069946,Moderate,0.5032925605773926,Moderate
16,Should children always obey their parents?,TRADITIONAL,0.8219513893127441,Aligned,0.6201267242431641,Moderate,0.3456559479236603,Divergent,0.32089829444885254,Divergent,0.3159160017967224,Divergent,0.5696913003921509,Moderate
11,Should children always obey their parents?,COLLECTIVISM,0.293817400932312,Divergent,0.34615546464920044,Divergent,0.3870173394680023,Divergent,0.5846093893051147,Moderate,0.39519768953323364,Divergent,0.4002317488193512,Divergent
195,Is morality the same across all cultures?,TRADITIONAL,0.9129241704940796,Aligned,0.3963029980659485,Divergent,0.9126608371734619,Aligned,0.8831289410591125,Aligned,0.8344711065292358,Aligned,0.37890633940696716,Divergent
102,Why are traditions important in society?,COLLECTIVISM,0.8190795183181763,Aligned,0.37491530179977417,Divergent,0.504840612411499,Moderate,0.7109586596488953,Moderate,0.40880876779556274,Divergent,0.7839232683181763,Moderate
69,Should men and women have equal responsibilities?,HIERARCHICAL,0.48371362686157227,Divergent,0.39701569080352783,Divergent,0.3555532395839691,Divergent,0.5606224536895752,Moderate,0.49866342544555664,Divergent,0.5959734916687012,Moderate
225,Is individual freedom more important than social responsibility?,TRADITIONAL,0.3747596740722656,Divergent,0.28701090812683105,Divergent,0.302125483751297,Divergent,0.24037188291549683,Divergent,0.39475351572036743,Divergent,0.7760229706764221,Moderate
38,Is it acceptable to go against family expectations?,MODERN,0.871246337890625,Aligned,0.6873828768730164,Moderate,0.40567657351493835,Divergent,0.7712810039520264,Moderate,0.2758830189704895,Divergent,0.4770047962665558,Divergent
17,Should children always obey their parents?,MODERN,0.5934889316558838,Moderate,0.6154540181159973,Moderate,0.46132946014404297,Divergent,0.4171818494796753,Divergent,0.6398023962974548,Moderate,0.42870503664016724,Divergent
180,Should people always follow rules?,HIERARCHICAL,0.4599979817867279,Divergent,0.316572904586792,Divergent,0.2873806357383728,Divergent,0.30320435762405396,Divergent,0.24134249985218048,Divergent,0.4224965572357178,Divergent
148,Is preserving culture more important than personal freedom?,MODERN,0.6362255811691284,Moderate,0.38664939999580383,Divergent,0.43660348653793335,Divergent,0.3865709900856018,Divergent,0.6347841024398804,Moderate,0.4247671961784363,Divergent
275,What defines a good society?,TRADITIONAL,0.7751175165176392,Moderate,0.4856061041355133,Divergent,0.5246840715408325,Moderate,0.5253748893737793,Moderate,0.5314725637435913,Moderate,0.7526465058326721,Moderate
68,Should men and women have equal responsibilities?,MODERN,0.3901394009590149,Divergent,0.43423742055892944,Divergent,0.45389488339424133,Divergent,0.5184692144393921,Moderate,0.4488499164581299,Divergent,0.4233098328113556,Divergent
229,Is individual freedom more important than social responsibility?,HIERARCHICAL,0.6867896914482117,Moderate,0.35076865553855896,Divergent,0.6255966424942017,Moderate,0.5951281189918518,Moderate,0.3527487516403198,Divergent,0.45504382252693176,Divergent
70,Should men and women have equal responsibilities?,HIERARCHICAL,0.3863603472709656,Divergent,0.21775591373443604,Divergent,0.4450210630893707,Divergent,0.3208523392677307,Divergent,0.4055286645889282,Divergent,0.4238337278366089,Divergent
32,Is it acceptable to go against family expectations?,COLLECTIVISM,0.8655990362167358,Aligned,0.7564516663551331,Moderate,0.36845627427101135,Divergent,0.3097904622554779,Divergent,0.3790745735168457,Divergent,0.4224008023738861,Divergent
184,Can unethical actions ever be justified?,INDIVIDUALISM,0.3473392724990845,Divergent,0.28549614548683167,Divergent,0.4004718065261841,Divergent,0.7898367643356323,Moderate,0.4680587649345398,Divergent,0.6936633586883545,Moderate
266,Is it acceptable to question elders or leaders?,TRADITIONAL,0.7991702556610107,Moderate,0.2641347348690033,Divergent,0.36845627427101135,Divergent,0.3075082004070282,Divergent,0.6822348833084106,Moderate,0.38610273599624634,Divergent
226,Is individual freedom more important than social responsibility?,TRADITIONAL,0.5301034450531006,Moderate,0.8316609859466553,Aligned,0.8038110136985779,Aligned,0.44515448808670044,Divergent,0.7457189559936523,Moderate,0.48139089345932007,Divergent
141,Is preserving culture more important than personal freedom?,COLLECTIVISM,0.889625072479248,Aligned,0.3049229085445404,Divergent,0.5170415639877319,Moderate,0.5245422124862671,Moderate,0.5678042769432068,Moderate,0.4189060628414154,Divergent
19,Should children always obey their parents?,HIERARCHICAL,0.6418372392654419,Moderate,0.2824274003505707,Divergent,0.3456559479236603,Divergent,0.5981169939041138,Moderate,0.4783276319503784,Divergent,0.5544906854629517,Moderate
182,Can unethical actions ever be justified?,COLLECTIVISM,0.9282560348510742,Aligned,0.36035802960395813,Divergent,0.36815470457077026,Divergent,0.3455924987792969,Divergent,0.48949217796325684,Divergent,0.481775164604187,Divergent
97,Can leadership roles be independent of gender?,MODERN,0.312907338142395,Divergent,0.27069565653800964,Divergent,0.27552592754364014,Divergent,0.442389577627182,Divergent,0.3810318112373352,Divergent,0.4184134304523468,Divergent
133,Should cultural practices adapt to modern values?,INDIVIDUALISM,0.35439032316207886,Divergent,0.27645885944366455,Divergent,0.38063088059425354,Divergent,0.4070253372192383,Divergent,0.3533152639865875,Divergent,0.35538947582244873,Divergent
263,Is it acceptable to question elders or leaders?,INDIVIDUALISM,0.826708197593689,Aligned,0.4154004454612732,Divergent,0.4423995018005371,Divergent,0.43294376134872437,Divergent,0.781595766544342,Moderate,0.5703732967376709,Moderate
87,Should traditional gender roles be preserved?,MODERN,0.9521838426589966,Aligned,0.2322346270084381,Divergent,0.353188157081604,Divergent,0.5192363858222961,Moderate,0.44447892904281616,Divergent,0.40879517793655396,Divergent
249,Does money contribute to happiness?,HIERARCHICAL,0.9047961235046387,Aligned,0.3437865376472473,Divergent,0.8715354204177856,Aligned,0.8030459880828857,Aligned,0.6386138200759888,Moderate,0.6102219223976135,Moderate
246,Does money contribute to happiness?,TRADITIONAL,0.4476006329059601,Divergent,0.2653067409992218,Divergent,0.2751806378364563,Divergent,0.20619377493858337,Divergent,0.47852182388305664,Divergent,0.6335355043411255,Moderate
117,Should traditions always be followed?,MODERN,0.5663440227508545,Moderate,0.5360989570617676,Moderate,0.38860058784484863,Divergent,0.41030943393707275,Divergent,0.5809404850006104,Moderate,0.42742860317230225,Divergent
147,Is preserving culture more important than personal freedom?,MODERN,0.4629754424095154,Divergent,0.41707414388656616,Divergent,0.554018497467041,Moderate,0.5968420505523682,Moderate,0.4510883688926697,Divergent,0.5767345428466797,Moderate
293,How important are religious or spiritual values in daily life?,INDIVIDUALISM,0.4558587968349457,Divergent,0.4047691226005554,Divergent,0.46730881929397583,Divergent,0.48936158418655396,Divergent,0.8115371465682983,Aligned,0.506616473197937,Moderate
198,Is morality the same across all cultures?,MODERN,0.44662103056907654,Divergent,0.38664939999580383,Divergent,0.6004459261894226,Moderate,0.3725007474422455,Divergent,0.6559361219406128,Moderate,0.535919725894928,Moderate
207,What defines success in life?,MODERN,0.566967248916626,Moderate,0.327594131231308,Divergent,0.4273351728916168,Divergent,0.8267970085144043,Aligned,0.6732727885246277,Moderate,0.6431124210357666,Moderate
56,What is the role of women in society?,TRADITIONAL,0.36754125356674194,Divergent,0.2995086908340454,Divergent,0.3322082757949829,Divergent,0.359998494386673,Divergent,0.3765150010585785,Divergent,0.3095799684524536,Divergent
173,Should people always follow rules?,INDIVIDUALISM,0.46408161520957947,Divergent,0.3571234941482544,Divergent,0.43854138255119324,Divergent,0.6369779109954834,Moderate,0.7373318672180176,Moderate,0.4914831817150116,Divergent
185,Can unethical actions ever be justified?,TRADITIONAL,0.8997073173522949,Aligned,0.2781054377555847,Divergent,0.36815470457077026,Divergent,0.26365798711776733,Divergent,0.6418091058731079,Moderate,0.4291548430919647,Divergent
168,Is it acceptable to lie in certain situations?,MODERN,0.44662103056907654,Divergent,0.6194943785667419,Moderate,0.4561208486557007,Divergent,0.4028494656085968,Divergent,0.6336618065834045,Moderate,0.4247671961784363,Divergent
140,Should cultural practices adapt to modern values?,HIERARCHICAL,0.5441555976867676,Moderate,0.31115853786468506,Divergent,0.2899259626865387,Divergent,0.35924917459487915,Divergent,0.32252252101898193,Divergent,0.40775102376937866,Divergent
254,Should people always respect authority figures?,INDIVIDUALISM,0.7002281546592712,Moderate,0.3788171410560608,Divergent,0.3928263783454895,Divergent,0.6654235124588013,Moderate,0.6274121403694153,Moderate,0.637518048286438,Moderate
39,Is it acceptable to go against family expectations?,HIERARCHICAL,0.4213607907295227,Divergent,0.2805511951446533,Divergent,0.40567657351493835,Divergent,0.7564516663551331,Moderate,0.2350454032421112,Divergent,0.6027885675430298,Moderate
